node,embed
0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,"[0.05209808796644211, -0.0098898159340024, 0.1831657737493515, 0.12907129526138306, 0.2460758537054062, -0.012487283907830715, 0.04531985521316528, 0.07663070410490036, -0.09576915204524994, 0.022284893319010735, -0.06023117154836655, 0.17355242371559143, 0.11329399049282074, -0.009700900875031948, 0.121832475066185, -0.0025623489636927843, -0.027177361771464348, -0.08009781688451767, -0.04539000615477562, -0.037832457572221756, -0.0930691584944725, 0.009001994505524635, 0.006582355592399836, 0.184472918510437, 0.13098646700382233, -0.04206523671746254, 0.05684499070048332, 0.2357466071844101, -0.12184818834066391, 0.1942339539527893, -0.18373166024684906, 0.020090723410248756, -0.24335934221744537, 0.016394495964050293, -0.16845232248306274, 0.21413639187812805, -0.030930781736969948, 0.1029825359582901, -0.16354575753211975, -0.0043119583278894424, 0.1005871519446373, 0.015500657260417938, -0.059965211898088455, 0.17458365857601166, 0.09057436883449554, -0.09326448291540146, -0.1419563740491867, 0.192881241440773, -0.16757071018218994, -0.06732305139303207, -0.04222416505217552, 0.08821996301412582, -0.2095557451248169, -0.0001717943960102275, 0.14251556992530823, 0.22552643716335297, 0.0032920888625085354, 0.19971324503421783, 0.22519713640213013, -0.041360966861248016, -0.035846956074237823, -0.17278416454792023, -0.028493482619524002, -0.13014647364616394]"
0x30f271c9e86d2b7d00a6376cd96a1cfbd5f0b9b3,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0x73326b6764187b7176ed3c00109ddc1e6264eb8b,"[-0.07903964817523956, 0.07464621961116791, -0.023618437349796295, 0.09458059817552567, 0.20204918086528778, 0.006624168250709772, -0.09227417409420013, 0.11979956924915314, -0.08872953057289124, 0.12141066789627075, -0.08413518965244293, 0.007292516063898802, 0.09793012589216232, -0.002377580152824521, 0.06814906746149063, -0.042713865637779236, -0.03638271614909172, 0.10889393836259842, 0.03178706765174866, -0.09997230768203735, -0.0926019623875618, -0.0652000829577446, -0.17240367829799652, 0.14433909952640533, 0.053896766155958176, 0.04368274658918381, 0.12458240240812302, 0.21016080677509308, -0.034787118434906006, 0.18377403914928436, -0.13090233504772186, 0.061385467648506165, -0.05218586325645447, 0.06054309010505676, -0.13599391281604767, 0.18236592411994934, -0.015698861330747604, 0.15480269491672516, -0.2293129861354828, -0.1269446164369583, 0.024439876899123192, 0.021382354199886322, -0.1654675006866455, 0.09458481520414352, -0.03977036103606224, 0.029859621077775955, -0.06700801104307175, 0.18141208589076996, 0.03647523373365402, -0.027760284021496773, 0.007229984272271395, -0.11855783313512802, -0.06249121204018593, -0.15624471008777618, 0.0964183583855629, 0.3128243386745453, -0.1612280309200287, 0.19665534794330597, 0.3482300341129303, -0.21187497675418854, 0.024150840938091278, -0.18403945863246918, 0.08424941450357437, -0.09388402849435806]"
0xe5caef4af8780e59df925470b050fb23c43ca68c,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0x817bbdbc3e8a1204f3691d14bb44992841e3db35,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0xc789131504e76f46037bd5d5f5cfc18223e123a5,"[-0.07597479969263077, 0.062478575855493546, -0.02003592625260353, 0.0974472388625145, 0.20936186611652374, 0.00280646956525743, -0.08891493082046509, 0.11605419963598251, -0.0828789472579956, 0.12413083761930466, -0.08761859685182571, 0.011329575441777706, 0.09232792258262634, -0.006207782309502363, 0.07052295655012131, -0.04421593248844147, -0.040478549897670746, 0.10330895334482193, 0.03350405395030975, -0.10604290664196014, -0.08897949010133743, -0.07059364765882492, -0.17034997045993805, 0.1422724723815918, 0.05607946217060089, 0.04030937701463699, 0.11940725892782211, 0.20865751802921295, -0.03098563849925995, 0.1868533343076706, -0.13095344603061676, 0.05774843320250511, -0.05898966267704964, 0.05426979809999466, -0.13831782341003418, 0.18469087779521942, -0.0173489972949028, 0.15618987381458282, -0.23240555822849274, -0.12208885699510574, 0.024852782487869263, 0.0129367895424366, -0.1696985512971878, 0.10260134935379028, -0.041148845106363297, 0.020844344049692154, -0.07453805953264236, 0.17878730595111847, 0.031032970175147057, -0.035761281847953796, 0.013590095564723015, -0.11259059607982635, -0.0648549422621727, -0.14511945843696594, 0.09628582000732422, 0.31160208582878113, -0.1679331213235855, 0.19989056885242462, 0.34935441613197327, -0.21393312513828278, 0.019675787538290024, -0.18195092678070068, 0.07672735303640366, -0.0935087651014328]"
0xb4d930279552397bba2ee473229f89ec245bc365,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0x01691f7bdfa897d4f5316b8c033b3c3c78ea2f77,"[-0.07208094745874405, 0.06988715380430222, -0.013014329597353935, 0.09790319949388504, 0.2137896716594696, 0.001271748449653387, -0.09272902458906174, 0.1128792092204094, -0.09450078010559082, 0.11390621960163116, -0.08995165675878525, 0.011139355599880219, 0.09502438455820084, -0.002054538344964385, 0.07209859788417816, -0.04751311615109444, -0.03739475831389427, 0.09661214053630829, 0.030293447896838188, -0.10703713446855545, -0.09412715584039688, -0.0653999000787735, -0.16794849932193756, 0.1440785676240921, 0.04846910759806633, 0.04659511521458626, 0.1259811371564865, 0.20973190665245056, -0.02751186490058899, 0.1917085498571396, -0.13994289934635162, 0.06959555298089981, -0.06156368926167488, 0.06264080107212067, -0.14239005744457245, 0.17953245341777802, -0.01866275444626808, 0.16362352669239044, -0.22717560827732086, -0.1232113391160965, 0.0245413426309824, 0.017008263617753983, -0.1611844152212143, 0.10020457208156586, -0.03730643540620804, 0.02876146510243416, -0.07385764271020889, 0.18518874049186707, 0.028735991567373276, -0.038912735879421234, 0.014332784339785576, -0.1118781566619873, -0.05888715386390686, -0.13978946208953857, 0.09879819303750992, 0.3119344711303711, -0.1633518785238266, 0.19613152742385864, 0.3430824279785156, -0.21626926958560944, 0.023095106706023216, -0.17973209917545319, 0.07780881226062775, -0.09117969870567322]"
0x7659ce147d0e714454073a5dd7003544234b6aa0,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0xac0104cca91d167873b8601d2e71eb3d4d8c33e0,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0xcad621da75a66c7a8f4ff86d30a2bf981bfc8fdd,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0x3e9bc21c9b189c09df3ef1b824798658d5011937,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0x562680a4dc50ed2f14d75bf31f494cfe0b8d10a1,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0xda63a7f821513b7ed43c895fc5260ddc7799e7fa,"[-0.07665734738111496, 0.07823186367750168, -0.02018381655216217, 0.09459898620843887, 0.2072274088859558, 0.004362634848803282, -0.09165916591882706, 0.11421599984169006, -0.09528490900993347, 0.11495331674814224, -0.08883818984031677, 0.009431437589228153, 0.09697692841291428, -0.0012566267978399992, 0.06900098919868469, -0.04508502781391144, -0.03481106832623482, 0.1043858602643013, 0.03254472836852074, -0.10282185673713684, -0.09566239267587662, -0.06172972172498703, -0.17256397008895874, 0.14612756669521332, 0.05064588040113449, 0.04437752068042755, 0.1277044415473938, 0.20744527876377106, -0.03247697651386261, 0.18567068874835968, -0.13545827567577362, 0.06557399034500122, -0.0570237822830677, 0.05978233367204666, -0.13927718997001648, 0.17994794249534607, -0.016292892396450043, 0.15847380459308624, -0.22613872587680817, -0.12866656482219696, 0.025473209097981453, 0.02395603060722351, -0.1613829880952835, 0.09835753589868546, -0.03616403415799141, 0.028597086668014526, -0.06834055483341217, 0.18322408199310303, 0.03410244360566139, -0.02936669811606407, 0.007769042160362005, -0.11811426281929016, -0.059066299349069595, -0.14888255298137665, 0.09685768187046051, 0.3147139847278595, -0.1601596176624298, 0.19954150915145874, 0.34463992714881897, -0.21192863583564758, 0.023352904245257378, -0.18402354419231415, 0.0846961960196495, -0.08961194008588791]"
0x91af0fbb28aba7e31403cb457106ce79397fd4e6,"[0.05209808796644211, -0.0098898159340024, 0.1831657737493515, 0.12907129526138306, 0.2460758537054062, -0.012487283907830715, 0.04531985521316528, 0.07663070410490036, -0.09576915204524994, 0.022284893319010735, -0.06023117154836655, 0.17355242371559143, 0.11329399049282074, -0.009700900875031948, 0.121832475066185, -0.0025623489636927843, -0.027177361771464348, -0.08009781688451767, -0.04539000615477562, -0.037832457572221756, -0.0930691584944725, 0.009001994505524635, 0.006582355592399836, 0.184472918510437, 0.13098646700382233, -0.04206523671746254, 0.05684499070048332, 0.2357466071844101, -0.12184818834066391, 0.1942339539527893, -0.18373166024684906, 0.020090723410248756, -0.24335934221744537, 0.016394495964050293, -0.16845232248306274, 0.21413639187812805, -0.030930781736969948, 0.1029825359582901, -0.16354575753211975, -0.0043119583278894424, 0.1005871519446373, 0.015500657260417938, -0.059965211898088455, 0.17458365857601166, 0.09057436883449554, -0.09326448291540146, -0.1419563740491867, 0.192881241440773, -0.16757071018218994, -0.06732305139303207, -0.04222416505217552, 0.08821996301412582, -0.2095557451248169, -0.0001717943960102275, 0.14251556992530823, 0.22552643716335297, 0.0032920888625085354, 0.19971324503421783, 0.22519713640213013, -0.041360966861248016, -0.035846956074237823, -0.17278416454792023, -0.028493482619524002, -0.13014647364616394]"
0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4,"[0.052098095417022705, -0.009889824315905571, 0.1831657439470291, 0.12907128036022186, 0.246075838804245, -0.012487287633121014, 0.04531985521316528, 0.07663071900606155, -0.09576920419931412, 0.022284865379333496, -0.060231175273656845, 0.17355242371559143, 0.11329396069049835, -0.009700859896838665, 0.121832475066185, -0.0025623678229749203, -0.02717737667262554, -0.08009786903858185, -0.045389994978904724, -0.03783244267106056, -0.0930691808462143, 0.009002032689750195, 0.006582396570593119, 0.1844729334115982, 0.13098649680614471, -0.04206523671746254, 0.05684499815106392, 0.23574665188789368, -0.12184815853834152, 0.1942339539527893, -0.18373164534568787, 0.020090708509087563, -0.2433592975139618, 0.016394516453146935, -0.16845235228538513, 0.21413639187812805, -0.030930794775485992, 0.10298248380422592, -0.16354575753211975, -0.004311937838792801, 0.10058712214231491, 0.015500698238611221, -0.05996522307395935, 0.17458362877368927, 0.09057436883449554, -0.09326448291540146, -0.14195632934570312, 0.19288119673728943, -0.16757072508335114, -0.06732305139303207, -0.04222409799695015, 0.08821996301412582, -0.2095557600259781, -0.00017184288299176842, 0.14251559972763062, 0.22552643716335297, 0.003292109351605177, 0.19971327483654022, 0.22519712150096893, -0.041360966861248016, -0.03584698215126991, -0.17278419435024261, -0.02849346213042736, -0.13014644384384155]"
0x061f7937b7b2bc7596539959804f86538b6368dc,"[-0.07971220463514328, 0.0718919187784195, -0.024694927036762238, 0.09525778889656067, 0.20073264837265015, 0.007512491662055254, -0.09308566898107529, 0.12272828072309494, -0.08609787374734879, 0.12453879415988922, -0.08189535140991211, 0.00662287138402462, 0.09804147481918335, -0.0030212528072297573, 0.06811799854040146, -0.042466405779123306, -0.03756970912218094, 0.10980704426765442, 0.031247518956661224, -0.09922335296869278, -0.09170704334974289, -0.06758549064397812, -0.17097410559654236, 0.14306913316249847, 0.05528402701020241, 0.04424320161342621, 0.12320437282323837, 0.2114628404378891, -0.03476456180214882, 0.18386484682559967, -0.12955887615680695, 0.05959577113389969, -0.05021745339035988, 0.06069791316986084, -0.13481323421001434, 0.18358784914016724, -0.01570367068052292, 0.1535624861717224, -0.23058639466762543, -0.12501327693462372, 0.024019449949264526, 0.019099712371826172, -0.16736049950122833, 0.09354892373085022, -0.04216988384723663, 0.0309289637953043, -0.06710553914308548, 0.18092507123947144, 0.037214990705251694, -0.027765687555074692, 0.008388856425881386, -0.11806777864694595, -0.06326734274625778, -0.15758374333381653, 0.09623104333877563, 0.310560017824173, -0.1620645970106125, 0.1951713114976883, 0.35011762380599976, -0.21343450248241425, 0.024054424837231636, -0.18310457468032837, 0.08305391669273376, -0.09567657113075256]"
0x28fb858080ef12e9e82aea6e3f25b631aa3d34a3,"[-0.07452508062124252, 0.08562437444925308, -0.01705627329647541, 0.09159079939126968, 0.21190334856510162, 0.0056260935962200165, -0.08768098056316376, 0.10771752893924713, -0.10557626932859421, 0.10545451194047928, -0.09501179307699203, 0.014405072666704655, 0.09548433125019073, 0.0033561759628355503, 0.07043357938528061, -0.04625224694609642, -0.033029165118932724, 0.10193193703889847, 0.033951856195926666, -0.1069982647895813, -0.10225573182106018, -0.05260118097066879, -0.17323052883148193, 0.15478885173797607, 0.04568476229906082, 0.04405318945646286, 0.13479718565940857, 0.20432797074317932, -0.03205803409218788, 0.1863640546798706, -0.14185549318790436, 0.07138539850711823, -0.0663827657699585, 0.057983480393886566, -0.14379099011421204, 0.17524419724941254, -0.015013126656413078, 0.16181634366512299, -0.21869972348213196, -0.13068154454231262, 0.030181609094142914, 0.029414286836981773, -0.15307816863059998, 0.10424599796533585, -0.029959730803966522, 0.026793157681822777, -0.06701875478029251, 0.18795505166053772, 0.030660344287753105, -0.02817603573203087, 0.005768312606960535, -0.12121783941984177, -0.05601989105343819, -0.14018239080905914, 0.09615790098905563, 0.32040029764175415, -0.15716294944286346, 0.20179760456085205, 0.3376844525337219, -0.20611131191253662, 0.020133910700678825, -0.18559783697128296, 0.08605880290269852, -0.08336472511291504]"
0xda41b70e77661db64c5dddb8b9914e1ad0ef4c17,"[-0.07233303785324097, 0.08282914012670517, -0.012837907299399376, 0.09473000466823578, 0.2180642932653427, 0.0005122820730321109, -0.090256467461586, 0.10470931977033615, -0.10782331973314285, 0.10339956730604172, -0.0961575135588646, 0.013952856883406639, 0.09429792314767838, 0.001377330394461751, 0.07167484611272812, -0.050106219947338104, -0.033091939985752106, 0.09511721134185791, 0.03369083255529404, -0.10889279842376709, -0.10168412327766418, -0.05587967857718468, -0.17053420841693878, 0.14932668209075928, 0.044735509902238846, 0.0465066134929657, 0.13372032344341278, 0.20261044800281525, -0.026609288528561592, 0.1908412128686905, -0.14433398842811584, 0.0740751102566719, -0.06714986264705658, 0.057951927185058594, -0.14563164114952087, 0.17529118061065674, -0.017194416373968124, 0.1653580665588379, -0.21964587271213531, -0.12910357117652893, 0.027422448620200157, 0.02660554274916649, -0.15393683314323425, 0.10636124014854431, -0.030333101749420166, 0.02726900763809681, -0.0712050348520279, 0.18788601458072662, 0.02872464805841446, -0.033229146152734756, 0.009863477200269699, -0.11665862053632736, -0.05179944634437561, -0.13293753564357758, 0.09735874086618423, 0.31626462936401367, -0.1582622528076172, 0.20372770726680756, 0.3374384343624115, -0.21209605038166046, 0.02113233134150505, -0.18311356008052826, 0.08336380124092102, -0.08126724511384964]"
0xb61dda1d66af1bf373947cd7ab8a866195596510,"[-0.07278662174940109, 0.08195915073156357, -0.013493464328348637, 0.09489797055721283, 0.21716168522834778, 0.0007804860360920429, -0.09055891633033752, 0.1058521643280983, -0.10641947388648987, 0.10483414679765701, -0.09520469605922699, 0.013444092124700546, 0.09453662484884262, 0.000999825424514711, 0.07147393375635147, -0.049731507897377014, -0.0334375835955143, 0.09587753564119339, 0.03347468748688698, -0.10829129070043564, -0.10095681995153427, -0.05682376027107239, -0.17050136625766754, 0.14871655404567719, 0.045444659888744354, 0.04643756151199341, 0.132931649684906, 0.20321635901927948, -0.026986589655280113, 0.19056487083435059, -0.1434432566165924, 0.07321308553218842, -0.06603769212961197, 0.05815520137548447, -0.1449640691280365, 0.1759122759103775, -0.01719953492283821, 0.16471035778522491, -0.22050932049751282, -0.1287495493888855, 0.027065783739089966, 0.025979451835155487, -0.15494166314601898, 0.10558197647333145, -0.031159533187747, 0.02753700129687786, -0.07113382965326309, 0.18747037649154663, 0.029237989336252213, -0.03310780227184296, 0.009930458851158619, -0.11662178486585617, -0.05243447795510292, -0.1344253420829773, 0.09732581675052643, 0.3157872259616852, -0.15858829021453857, 0.20323176681995392, 0.33836618065834045, -0.21240733563899994, 0.021387213841080666, -0.18309727311134338, 0.08322647958993912, -0.08219998329877853]"
